Item Name,Item ID,Item meta,Has NBT,Display Name
minecraft:spawn_egg,383,0,true,生成 豹猫
minecraft:spawn_egg,383,0,true,生成 鹦鹉
minecraft:spawn_egg,383,0,true,生成 猪
minecraft:spawn_egg,383,0,true,生成 北极熊
minecraft:spawn_egg,383,0,true,生成 兔子
minecraft:spawn_egg,383,0,true,生成 羊
minecraft:spawn_egg,383,0,true,生成 潜影贝
minecraft:spawn_egg,383,0,true,生成 蠹虫
minecraft:spawn_egg,383,0,true,生成 骷髅
minecraft:spawn_egg,383,0,true,生成 骷髅马
minecraft:spawn_egg,383,0,true,生成 史莱姆
minecraft:spawn_egg,383,0,true,生成 蜘蛛
minecraft:spawn_egg,383,0,true,生成 鱿鱼
minecraft:spawn_egg,383,0,true,生成 流髑
minecraft:spawn_egg,383,0,true,生成 恼鬼
minecraft:spawn_egg,383,0,true,生成 村民
minecraft:spawn_egg,383,0,true,生成 卫道士
minecraft:spawn_egg,383,0,true,生成 女巫
minecraft:spawn_egg,383,0,true,生成 凋灵骷髅
minecraft:spawn_egg,383,0,true,生成 狼
minecraft:spawn_egg,383,0,true,生成 僵尸
minecraft:spawn_egg,383,0,true,生成 僵尸马
minecraft:spawn_egg,383,0,true,生成 僵尸猪人
minecraft:spawn_egg,383,0,true,生成 僵尸村民
minecraft:spawn_egg,383,0,true,生成 野猪
minecraft:spawn_egg,383,0,true,生成 大角山羊
minecraft:spawn_egg,383,0,true,生成 野鹿
minecraft:spawn_egg,383,0,true,生成 红帽
minecraft:spawn_egg,383,0,true,生成 集群蜘蛛
minecraft:spawn_egg,383,0,true,生成 娜迦
minecraft:spawn_egg,383,0,true,生成 骷髅德鲁伊
minecraft:spawn_egg,383,0,true,生成 恶狼
minecraft:spawn_egg,383,0,true,生成 幽灵
minecraft:spawn_egg,383,0,true,生成 树篱蜘蛛
minecraft:spawn_egg,383,0,true,生成 九头蛇
minecraft:spawn_egg,383,0,true,生成 巫妖
minecraft:spawn_egg,383,0,true,生成 企鹅
minecraft:spawn_egg,383,0,true,生成 小鸟
minecraft:spawn_egg,383,0,true,生成 松鼠
minecraft:spawn_egg,383,0,true,生成 兔子
minecraft:spawn_egg,383,0,true,生成 乌鸦
minecraft:spawn_egg,383,0,true,生成 谜题羊
minecraft:spawn_egg,383,0,true,生成 哥布林
minecraft:spawn_egg,383,0,true,生成 蚊群
minecraft:spawn_egg,383,0,true,生成 死灵书
minecraft:spawn_egg,383,0,true,生成 米诺陶
minecraft:spawn_egg,383,0,true,生成 米诺菇
minecraft:spawn_egg,383,0,true,生成 喷火甲虫
minecraft:spawn_egg,383,0,true,生成 粘液甲虫
minecraft:spawn_egg,383,0,true,生成 夹虫
minecraft:spawn_egg,383,0,true,生成 迷宫史莱姆
minecraft:spawn_egg,383,0,true,生成 红帽地精
minecraft:spawn_egg,383,0,true,生成 迷雾狼
minecraft:spawn_egg,383,0,true,生成 国王蜘蛛
minecraft:spawn_egg,383,0,true,生成 萤火虫
minecraft:spawn_egg,383,0,true,生成 迷你幽灵
minecraft:spawn_egg,383,0,true,生成 高塔幽灵
minecraft:spawn_egg,383,0,true,生成 高塔铁傀儡
minecraft:spawn_egg,383,0,true,生成 高塔螟
minecraft:spawn_egg,383,0,true,生成 寄生虫
minecraft:spawn_egg,383,0,true,生成 暮色恶魂
minecraft:spawn_egg,383,0,true,生成 链锤哥布林
minecraft:spawn_egg,383,0,true,生成 哥布林骑士（下身）
minecraft:spawn_egg,383,0,true,生成 寄居蟹
minecraft:spawn_egg,383,0,true,生成 幻影骑士
minecraft:spawn_egg,383,0,true,生成 雪怪
minecraft:spawn_egg,383,0,true,生成 雪怪首领
minecraft:spawn_egg,383,0,true,生成 寒冬狼
minecraft:spawn_egg,383,0,true,生成 冰雪守卫
minecraft:spawn_egg,383,0,true,生成 冰精灵
minecraft:spawn_egg,383,0,true,生成 破碎冰精灵
minecraft:spawn_egg,383,0,true,生成 冰雪女王
minecraft:spawn_egg,383,0,true,生成 洞穴巨魔
minecraft:spawn_egg,383,0,true,生成 巨人矿工
minecraft:spawn_egg,383,0,true,生成 武装巨人
minecraft:spawn_egg,383,0,true,生成 冰晶
minecraft:spawn_egg,383,0,true,生成 entity.twilightforest.harbinger_cube.name
minecraft:spawn_egg,383,0,true,生成 信徒【未实现】
minecraft:spawn_egg,383,0,true,生成 entity.twilightforest.roving_cube.name
minecraft:experience_bottle,384,0,false,附魔之瓶
minecraft:fire_charge,385,0,false,火焰弹
minecraft:writable_book,386,0,false,书与笔
minecraft:emerald,388,0,false,绿宝石
minecraft:item_frame,389,0,false,物品展示框
minecraft:flower_pot,390,0,false,花盆
minecraft:carrot,391,0,false,胡萝卜
minecraft:potato,392,0,false,马铃薯
minecraft:baked_potato,393,0,false,烤马铃薯
minecraft:poisonous_potato,394,0,false,毒马铃薯
minecraft:map,395,0,false,空地图
minecraft:golden_carrot,396,0,false,金胡萝卜
minecraft:skull,397,0,false,骷髅头颅
minecraft:skull,397,1,false,凋灵骷髅头颅
minecraft:skull,397,2,false,僵尸的头
minecraft:skull,397,4,false,爬行者的头
minecraft:skull,397,5,false,龙首
minecraft:carrot_on_a_stick,398,0,false,胡萝卜钓竿
minecraft:nether_star,399,0,false,下界之星
minecraft:pumpkin_pie,400,0,false,南瓜派
minecraft:firework_charge,402,0,false,烟火之星
minecraft:comparator,404,0,false,红石比较器
minecraft:netherbrick,405,0,false,地狱砖块
minecraft:quartz,406,0,false,下界石英
minecraft:tnt_minecart,407,0,false,TNT车
minecraft:hopper_minecart,408,0,false,漏斗车
minecraft:prismarine_shard,409,0,false,海晶碎片
minecraft:prismarine_crystals,410,0,false,海晶砂粒
minecraft:rabbit,411,0,false,生兔肉
minecraft:cooked_rabbit,412,0,false,熟兔肉
minecraft:rabbit_stew,413,0,false,兔肉煲
minecraft:rabbit_foot,414,0,false,兔子脚
minecraft:rabbit_hide,415,0,false,兔子皮
minecraft:armor_stand,416,0,false,盔甲架
minecraft:iron_horse_armor,417,0,false,铁马铠
minecraft:golden_horse_armor,418,0,false,金马铠
minecraft:diamond_horse_armor,419,0,false,钻石马铠
minecraft:lead,420,0,false,拴绳
minecraft:name_tag,421,0,false,命名牌
minecraft:mutton,423,0,false,生羊肉
minecraft:cooked_mutton,424,0,false,熟羊肉
minecraft:banner,425,15,false,白色旗帜
minecraft:banner,425,14,false,橙色旗帜
minecraft:banner,425,13,false,品红色旗帜
minecraft:banner,425,12,false,淡蓝色旗帜
minecraft:banner,425,11,false,黄色旗帜
minecraft:banner,425,10,false,黄绿色旗帜
minecraft:banner,425,9,false,粉红色旗帜
minecraft:banner,425,8,false,灰色旗帜
minecraft:banner,425,7,false,淡灰色旗帜
minecraft:banner,425,6,false,青色旗帜
minecraft:banner,425,5,false,紫色旗帜
minecraft:banner,425,4,false,蓝色旗帜
minecraft:banner,425,3,false,棕色旗帜
minecraft:banner,425,2,false,绿色旗帜
minecraft:banner,425,1,false,红色旗帜
minecraft:banner,425,0,false,黑色旗帜
minecraft:end_crystal,426,0,false,末影水晶
minecraft:spruce_door,427,0,false,云杉木门
minecraft:birch_door,428,0,false,白桦木门
minecraft:jungle_door,429,0,false,丛林木门
minecraft:acacia_door,430,0,false,金合欢木门
minecraft:dark_oak_door,431,0,false,深色橡木门
minecraft:chorus_fruit,432,0,false,紫颂果
minecraft:chorus_fruit_popped,433,0,false,爆裂紫颂果
minecraft:beetroot,434,0,false,甜菜根
minecraft:beetroot_seeds,435,0,false,甜菜种子
minecraft:beetroot_soup,436,0,false,甜菜汤
minecraft:dragon_breath,437,0,false,龙息
minecraft:splash_potion,438,0,true,喷溅型水瓶
minecraft:splash_potion,438,0,true,喷溅型平凡的药水
minecraft:splash_potion,438,0,true,喷溅型浓稠的药水
minecraft:splash_potion,438,0,true,喷溅型粗制药水
minecraft:splash_potion,438,0,true,喷溅型夜视药水
minecraft:splash_potion,438,0,true,喷溅型夜视药水
minecraft:splash_potion,438,0,true,喷溅型隐身药水
minecraft:splash_potion,438,0,true,喷溅型隐身药水
minecraft:splash_potion,438,0,true,喷溅型跳跃药水
minecraft:splash_potion,438,0,true,喷溅型跳跃药水
minecraft:splash_potion,438,0,true,喷溅型跳跃药水
minecraft:splash_potion,438,0,true,喷溅型抗火药水
minecraft:splash_potion,438,0,true,喷溅型抗火药水
minecraft:splash_potion,438,0,true,喷溅型迅捷药水
minecraft:splash_potion,438,0,true,喷溅型迅捷药水
minecraft:splash_potion,438,0,true,喷溅型迅捷药水
minecraft:splash_potion,438,0,true,喷溅型迟缓药水
minecraft:splash_potion,438,0,true,喷溅型迟缓药水
minecraft:splash_potion,438,0,true,喷溅型水肺药水
minecraft:splash_potion,438,0,true,喷溅型水肺药水
minecraft:splash_potion,438,0,true,喷溅型治疗药水
minecraft:splash_potion,438,0,true,喷溅型治疗药水
minecraft:splash_potion,438,0,true,喷溅型伤害药水
minecraft:splash_potion,438,0,true,喷溅型伤害药水
minecraft:splash_potion,438,0,true,喷溅型剧毒药水
minecraft:splash_potion,438,0,true,喷溅型剧毒药水
minecraft:splash_potion,438,0,true,喷溅型剧毒药水
minecraft:splash_potion,438,0,true,喷溅型再生药水
minecraft:splash_potion,438,0,true,喷溅型再生药水
minecraft:splash_potion,438,0,true,喷溅型再生药水
minecraft:splash_potion,438,0,true,喷溅型力量药水
minecraft:splash_potion,438,0,true,喷溅型力量药水
minecraft:splash_potion,438,0,true,喷溅型力量药水
minecraft:splash_potion,438,0,true,喷溅型虚弱药水
minecraft:splash_potion,438,0,true,喷溅型虚弱药水
minecraft:splash_potion,438,0,true,喷溅型幸运药水
minecraft:spectral_arrow,439,0,false,光灵箭
minecraft:tipped_arrow,440,0,true,夜视之箭
minecraft:tipped_arrow,440,0,true,夜视之箭
minecraft:tipped_arrow,440,0,true,隐身之箭
minecraft:tipped_arrow,440,0,true,隐身之箭
minecraft:tipped_arrow,440,0,true,跳跃之箭
minecraft:tipped_arrow,440,0,true,跳跃之箭
minecraft:tipped_arrow,440,0,true,跳跃之箭
minecraft:tipped_arrow,440,0,true,抗火之箭
minecraft:tipped_arrow,440,0,true,抗火之箭
minecraft:tipped_arrow,440,0,true,迅捷之箭
minecraft:tipped_arrow,440,0,true,迅捷之箭
minecraft:tipped_arrow,440,0,true,迅捷之箭
minecraft:tipped_arrow,440,0,true,迟缓之箭
minecraft:tipped_arrow,440,0,true,迟缓之箭
minecraft:tipped_arrow,440,0,true,水肺之箭
minecraft:tipped_arrow,440,0,true,水肺之箭
minecraft:tipped_arrow,440,0,true,治疗之箭
minecraft:tipped_arrow,440,0,true,治疗之箭
minecraft:tipped_arrow,440,0,true,伤害之箭
minecraft:tipped_arrow,440,0,true,伤害之箭
minecraft:tipped_arrow,440,0,true,剧毒之箭
minecraft:tipped_arrow,440,0,true,剧毒之箭
minecraft:tipped_arrow,440,0,true,剧毒之箭
minecraft:tipped_arrow,440,0,true,再生之箭
minecraft:tipped_arrow,440,0,true,再生之箭
minecraft:tipped_arrow,440,0,true,再生之箭
minecraft:tipped_arrow,440,0,true,力量之箭
minecraft:tipped_arrow,440,0,true,力量之箭
minecraft:tipped_arrow,440,0,true,力量之箭
minecraft:tipped_arrow,440,0,true,虚弱之箭
minecraft:tipped_arrow,440,0,true,虚弱之箭
minecraft:tipped_arrow,440,0,true,幸运之箭
minecraft:lingering_potion,441,0,true,滞留型水瓶
minecraft:lingering_potion,441,0,true,滞留型平凡的药水
minecraft:lingering_potion,441,0,true,滞留型浓稠的药水
minecraft:lingering_potion,441,0,true,滞留型粗制药水
minecraft:lingering_potion,441,0,true,滞留型夜视药水
minecraft:lingering_potion,441,0,true,滞留型夜视药水
minecraft:lingering_potion,441,0,true,滞留型隐身药水
minecraft:lingering_potion,441,0,true,滞留型隐身药水
minecraft:lingering_potion,441,0,true,滞留型跳跃药水
minecraft:lingering_potion,441,0,true,滞留型跳跃药水
minecraft:lingering_potion,441,0,true,滞留型跳跃药水
minecraft:lingering_potion,441,0,true,滞留型抗火药水
minecraft:lingering_potion,441,0,true,滞留型抗火药水
minecraft:lingering_potion,441,0,true,滞留型迅捷药水
minecraft:lingering_potion,441,0,true,滞留型迅捷药水
minecraft:lingering_potion,441,0,true,滞留型迅捷药水
minecraft:lingering_potion,441,0,true,滞留型迟缓药水
minecraft:lingering_potion,441,0,true,滞留型迟缓药水
minecraft:lingering_potion,441,0,true,滞留型水肺药水
minecraft:lingering_potion,441,0,true,滞留型水肺药水
minecraft:lingering_potion,441,0,true,滞留型治疗药水
minecraft:lingering_potion,441,0,true,滞留型治疗药水
minecraft:lingering_potion,441,0,true,滞留型伤害药水
minecraft:lingering_potion,441,0,true,滞留型伤害药水
minecraft:lingering_potion,441,0,true,滞留型剧毒药水
minecraft:lingering_potion,441,0,true,滞留型剧毒药水
minecraft:lingering_potion,441,0,true,滞留型剧毒药水
minecraft:lingering_potion,441,0,true,滞留型再生药水
minecraft:lingering_potion,441,0,true,滞留型再生药水
minecraft:lingering_potion,441,0,true,滞留型再生药水
minecraft:lingering_potion,441,0,true,滞留型力量药水
minecraft:lingering_potion,441,0,true,滞留型力量药水
minecraft:lingering_potion,441,0,true,滞留型力量药水
minecraft:lingering_potion,441,0,true,滞留型虚弱药水
minecraft:lingering_potion,441,0,true,滞留型虚弱药水
minecraft:lingering_potion,441,0,true,滞留型幸运药水
minecraft:shield,442,0,false,盾牌
minecraft:elytra,443,0,false,鞘翅
minecraft:spruce_boat,444,0,false,云杉木船
minecraft:birch_boat,445,0,false,白桦木船
minecraft:jungle_boat,446,0,false,丛林木船
minecraft:acacia_boat,447,0,false,金合欢木船
minecraft:dark_oak_boat,448,0,false,深色橡木船
minecraft:totem_of_undying,449,0,false,不死图腾
minecraft:shulker_shell,450,0,false,潜影壳
minecraft:iron_nugget,452,0,false,铁粒
minecraft:record_13,2256,0,false,音乐唱片
minecraft:record_cat,2257,0,false,音乐唱片
minecraft:record_blocks,2258,0,false,音乐唱片
minecraft:record_chirp,2259,0,false,音乐唱片
minecraft:record_far,2260,0,false,音乐唱片
minecraft:record_mall,2261,0,false,音乐唱片
minecraft:record_mellohi,2262,0,false,音乐唱片
minecraft:record_stal,2263,0,false,音乐唱片
minecraft:record_strad,2264,0,false,音乐唱片
minecraft:record_ward,2265,0,false,音乐唱片
minecraft:record_11,2266,0,false,音乐唱片
minecraft:record_wait,2267,0,false,音乐唱片
armourers_workshop:item.skin-template,4840,0,false,空白模板
armourers_workshop:item.paintbrush,4842,0,false,笔刷
armourers_workshop:item.paint-roller,4843,0,false,油漆滚筒
armourers_workshop:item.colour-picker,4844,0,false,拾色器
armourers_workshop:item.burn-tool,4845,0,false,加深工具
armourers_workshop:item.dodge-tool,4846,0,false,减淡工具
armourers_workshop:item.colour-noise-tool,4847,0,false,随机颜色工具
armourers_workshop:item.shade-noise-tool,4848,0,false,随机阴影工具
armourers_workshop:item.hue-tool,4849,0,false,多功能工具
armourers_workshop:item.block-marker,4850,0,false,标记工具
armourers_workshop:item.blending-tool,4851,0,false,混合工具
armourers_workshop:item.mannequin-tool,4852,0,false,模特工具
armourers_workshop:item.wand-of-style,4853,0,false,风格棒
armourers_workshop:item.soap,4854,0,false,肥皂
armourers_workshop:item.dye-bottle,4855,0,false,染料瓶
armourers_workshop:item.guide-book,4856,0,false,时装工坊说明书
armourers_workshop:item.armourers-hammer,4857,0,false,方块旋转锤
armourers_workshop:item.debug-tool,4858,0,false,调试工具
armourers_workshop:item.skin-unlock,4859,0,false,时装栏解锁器-头
armourers_workshop:item.skin-unlock,4859,1,false,时装栏解锁器-身
armourers_workshop:item.skin-unlock,4859,2,false,时装栏解锁器-腿
armourers_workshop:item.skin-unlock,4859,3,false,时装栏解锁器-脚
armourers_workshop:item.skin-unlock,4859,4,false,时装栏解锁器-翅膀
armourers_workshop:item.skin-unlock,4859,5,false,时装栏解锁器-服装
armourers_workshop:item.linking-tool,4860,0,false,方块链接工具
armourers_workshop:item.gift-sack,4861,0,false,礼品袋
armourers_workshop:item.gift-sack,4861,0,true,礼品袋
armourers_workshop:item.gift-sack,4861,0,true,礼品袋
armourers_workshop:item.gift-sack,4861,0,true,礼品袋
armourers_workshop:item.armour-container,4862,0,false,时装容器(未镶嵌)
armourers_workshop:tile.armourer,4867,0,false,时装工坊
armourers_workshop:tile.skin-library,4868,0,false,资源库
armourers_workshop:tile.skin-library,4868,1,false,资源库-（创造模式）
armourers_workshop:tile.global-skin-library,4869,0,false,全球资源库 - (未完成)
armourers_workshop:tile.skin-cube,4870,0,false,造型方块
armourers_workshop:tile.skin-cube-glowing,4871,0,false,造型方块（发光）
armourers_workshop:tile.skin-cube-glass,4872,0,false,玻璃造型方块
armourers_workshop:tile.skin-cube-glass-glowing,4873,0,false,玻璃造型方块（发光）
armourers_workshop:tile.colour-mixer,4874,0,false,调色器
armourers_workshop:tile.mannequin,4875,0,false,模特
armourers_workshop:tile.skinning-table,4877,0,false,镶嵌工作台
armourers_workshop:tile.dye-table,4878,0,false,配色工作台
armourers_workshop:tile.hologram-projector,4879,0,false,全息投影仪
armourers_workshop:tile.outfit-maker,4880,0,false,服装制作机
baubles:ring,4122,0,false,矿工指环
bibliocraft:bookcase,4123,0,false,橡木书架
bibliocraft:bookcase,4123,1,false,云杉木书架
bibliocraft:bookcase,4123,2,false,白桦木书架
bibliocraft:bookcase,4123,3,false,丛林木书架
bibliocraft:bookcase,4123,4,false,金合欢木书架
bibliocraft:bookcase,4123,5,false,深色橡木书架
bibliocraft:bookcase,4123,6,false,镶框书架
bibliocraft:bookcasecreative,4124,0,false,橡木书架(创造)
bibliocraft:bookcasecreative,4124,1,false,云杉木书架(创造)
bibliocraft:bookcasecreative,4124,2,false,白桦木书架(创造)
bibliocraft:bookcasecreative,4124,3,false,丛林木书架(创造)
bibliocraft:bookcasecreative,4124,4,false,金合欢木书架(创造)
bibliocraft:bookcasecreative,4124,5,false,深色橡木书架(创造)
bibliocraft:bookcasecreative,4124,6,false,镶框书架(创造)
bibliocraft:shelf,4125,0,false,橡木架子
bibliocraft:shelf,4125,1,false,云杉木架子
bibliocraft:shelf,4125,2,false,白桦木架子
bibliocraft:shelf,4125,3,false,丛林木架子
bibliocraft:shelf,4125,4,false,金合欢木架子
bibliocraft:shelf,4125,5,false,深色橡木架子
bibliocraft:shelf,4125,6,false,镶框架子
bibliocraft:lanterngold,4128,0,false,精致灯笼
bibliocraft:lanterngold,4128,1,false,精致灯笼
bibliocraft:lanterngold,4128,2,false,精致灯笼
bibliocraft:lanterngold,4128,3,false,精致灯笼
bibliocraft:lanterngold,4128,4,false,精致灯笼
bibliocraft:lanterngold,4128,5,false,精致灯笼
bibliocraft:lanterngold,4128,6,false,精致灯笼
bibliocraft:lanterngold,4128,7,false,精致灯笼
bibliocraft:lanterngold,4128,8,false,精致灯笼
bibliocraft:lanterngold,4128,9,false,精致灯笼
bibliocraft:lanterngold,4128,10,false,精致灯笼
bibliocraft:lanterngold,4128,11,false,精致灯笼
bibliocraft:lanterngold,4128,12,false,精致灯笼
bibliocraft:lanterngold,4128,13,false,精致灯笼
bibliocraft:lanterngold,4128,14,false,精致灯笼
bibliocraft:lanterngold,4128,15,false,精致灯笼
bibliocraft:lanterniron,4129,0,false,精致灯笼
bibliocraft:lanterniron,4129,1,false,精致灯笼
bibliocraft:lanterniron,4129,2,false,精致灯笼
bibliocraft:lanterniron,4129,3,false,精致灯笼
bibliocraft:lanterniron,4129,4,false,精致灯笼
bibliocraft:lanterniron,4129,5,false,精致灯笼
bibliocraft:lanterniron,4129,6,false,精致灯笼
bibliocraft:lanterniron,4129,7,false,精致灯笼
bibliocraft:lanterniron,4129,8,false,精致灯笼
bibliocraft:lanterniron,4129,9,false,精致灯笼
bibliocraft:lanterniron,4129,10,false,精致灯笼
bibliocraft:lanterniron,4129,11,false,精致灯笼
bibliocraft:lanterniron,4129,12,false,精致灯笼
bibliocraft:lanterniron,4129,13,false,精致灯笼
bibliocraft:lanterniron,4129,14,false,精致灯笼
bibliocraft:lanterniron,4129,15,false,精致灯笼
bibliocraft:lampgold,4130,0,false,精致灯具
bibliocraft:lampgold,4130,1,false,精致灯具
bibliocraft:lampgold,4130,2,false,精致灯具
bibliocraft:lampgold,4130,3,false,精致灯具
bibliocraft:lampgold,4130,4,false,精致灯具
bibliocraft:lampgold,4130,5,false,精致灯具
bibliocraft:lampgold,4130,6,false,精致灯具
bibliocraft:lampgold,4130,7,false,精致灯具
bibliocraft:lampgold,4130,8,false,精致灯具
bibliocraft:lampgold,4130,9,false,精致灯具
bibliocraft:lampgold,4130,10,false,精致灯具
bibliocraft:lampgold,4130,11,false,精致灯具
bibliocraft:lampgold,4130,12,false,精致灯具
bibliocraft:lampgold,4130,13,false,精致灯具
bibliocraft:lampgold,4130,14,false,精致灯具
bibliocraft:lampgold,4130,15,false,精致灯具
bibliocraft:lampiron,4131,0,false,精致灯具
bibliocraft:lampiron,4131,1,false,精致灯具
bibliocraft:lampiron,4131,2,false,精致灯具
bibliocraft:lampiron,4131,3,false,精致灯具
bibliocraft:lampiron,4131,4,false,精致灯具
bibliocraft:lampiron,4131,5,false,精致灯具
bibliocraft:lampiron,4131,6,false,精致灯具
bibliocraft:lampiron,4131,7,false,精致灯具
bibliocraft:lampiron,4131,8,false,精致灯具
bibliocraft:lampiron,4131,9,false,精致灯具
bibliocraft:lampiron,4131,10,false,精致灯具
bibliocraft:lampiron,4131,11,false,精致灯具
bibliocraft:lampiron,4131,12,false,精致灯具
bibliocraft:lampiron,4131,13,false,精致灯具
bibliocraft:lampiron,4131,14,false,精致灯具
bibliocraft:lampiron,4131,15,false,精致灯具
bibliocraft:furniturepaneler,4132,0,false,橡木家具板材机
bibliocraft:furniturepaneler,4132,1,false,云杉木家具板材机
bibliocraft:furniturepaneler,4132,2,false,白桦木家具板材机
bibliocraft:furniturepaneler,4132,3,false,丛林木家具板材机
bibliocraft:furniturepaneler,4132,4,false,金合欢木家具板材机
bibliocraft:furniturepaneler,4132,5,false,深色橡木家具板材机
bibliocraft:furniturepaneler,4132,6,false,镶框家具板材机
bibliocraft:framedchest,4133,0,false,橡木镶框箱子
bibliocraft:framedchest,4133,1,false,云杉木镶框箱子
bibliocraft:framedchest,4133,2,false,白桦木镶框箱子
bibliocraft:framedchest,4133,3,false,丛林木镶框箱子
bibliocraft:framedchest,4133,4,false,金合欢木镶框箱子
bibliocraft:framedchest,4133,5,false,深色橡木镶框箱子
bibliocraft:framedchest,4133,6,false,镶框箱子
bibliocraft:fancysign,4134,0,false,橡木精致木牌
bibliocraft:fancysign,4134,1,false,云杉木精致木牌
bibliocraft:fancysign,4134,2,false,白桦木精致木牌
bibliocraft:fancysign,4134,3,false,丛林木精致木牌
bibliocraft:fancysign,4134,4,false,金合欢木精致木牌
bibliocraft:fancysign,4134,5,false,深色橡木精致木牌
bibliocraft:fancysign,4134,6,false,镶框精致木牌
bibliocraft:fancyworkbench,4135,0,false,橡木精致工作台
bibliocraft:fancyworkbench,4135,1,false,云杉木精致工作台
bibliocraft:fancyworkbench,4135,2,false,白桦木精致工作台
bibliocraft:fancyworkbench,4135,3,false,丛林木精致工作台
bibliocraft:fancyworkbench,4135,4,false,金合欢木精致工作台
bibliocraft:fancyworkbench,4135,5,false,深色橡木精致工作台
bibliocraft:fancyworkbench,4135,6,false,镶框精致工作台
bibliocraft:potionshelf,4136,0,false,橡木药水架
bibliocraft:potionshelf,4136,1,false,云杉木药水架
bibliocraft:potionshelf,4136,2,false,白桦木药水架
bibliocraft:potionshelf,4136,3,false,丛林木药水架
bibliocraft:potionshelf,4136,4,false,金合欢木药水架
bibliocraft:potionshelf,4136,5,false,深色橡木药水架
bibliocraft:potionshelf,4136,6,false,镶框药水架
bibliocraft:toolrack,4137,0,false,橡木工具架
bibliocraft:toolrack,4137,1,false,云杉木工具架
bibliocraft:toolrack,4137,2,false,白桦木工具架
bibliocraft:toolrack,4137,3,false,丛林木工具架
bibliocraft:toolrack,4137,4,false,金合欢木工具架
bibliocraft:toolrack,4137,5,false,深色橡木工具架
bibliocraft:toolrack,4137,6,false,镶框工具架
bibliocraft:label,4138,0,false,橡木标签
bibliocraft:label,4138,1,false,云杉木标签
bibliocraft:label,4138,2,false,白桦木标签
bibliocraft:label,4138,3,false,丛林木标签
bibliocraft:label,4138,4,false,金合欢木标签
bibliocraft:label,4138,5,false,深色橡木标签
bibliocraft:label,4138,6,false,镶框标签
bibliocraft:desk,4139,0,false,橡木书桌
bibliocraft:desk,4139,1,false,云杉木书桌
bibliocraft:desk,4139,2,false,白桦木书桌
bibliocraft:desk,4139,3,false,丛林木书桌
bibliocraft:desk,4139,4,false,金合欢木书桌
bibliocraft:desk,4139,5,false,深色橡木书桌
bibliocraft:desk,4139,6,false,镶框餐桌
bibliocraft:table,4140,0,false,橡木餐桌
bibliocraft:table,4140,1,false,云杉木餐桌
bibliocraft:table,4140,2,false,白桦木餐桌
bibliocraft:table,4140,3,false,丛林木餐桌
bibliocraft:table,4140,4,false,金合欢木餐桌
bibliocraft:table,4140,5,false,深色橡木餐桌
bibliocraft:table,4140,6,false,镶框书桌
bibliocraft:seat,4141,0,false,橡木椅子
bibliocraft:seat,4141,1,false,云杉木椅子
bibliocraft:seat,4141,2,false,白桦木椅子
bibliocraft:seat,4141,3,false,丛林木椅子
bibliocraft:seat,4141,4,false,金合欢木椅子
bibliocraft:seat,4141,5,false,深色橡木椅子
bibliocraft:seat,4141,6,false,镶框椅子
bibliocraft:clock,4142,0,false,橡木时钟
bibliocraft:clock,4142,1,false,云杉木时钟
bibliocraft:clock,4142,2,false,白桦木时钟
bibliocraft:clock,4142,3,false,丛林木时钟
bibliocraft:clock,4142,4,false,金合欢木时钟
bibliocraft:clock,4142,5,false,深色橡木台钟
bibliocraft:clock,4142,6,false,镶框钟
bibliocraft:case,4143,0,false,橡木展示盒
bibliocraft:case,4143,1,false,云杉木展示盒
bibliocraft:case,4143,2,false,白桦木展示盒
bibliocraft:case,4143,3,false,丛林木展示盒
bibliocraft:case,4143,4,false,金合欢木展示盒
bibliocraft:case,4143,5,false,深色橡木展示盒
bibliocraft:case,4143,6,false,镶框展示盒
bibliocraft:mapframe,4144,0,false,橡木地图框
bibliocraft:mapframe,4144,1,false,云杉木地图框
bibliocraft:mapframe,4144,2,false,白桦木地图框
bibliocraft:mapframe,4144,3,false,丛林木地图框
bibliocraft:mapframe,4144,4,false,金合欢木地图框
bibliocraft:mapframe,4144,5,false,深色橡木地图框
bibliocraft:mapframe,4144,6,false,镶框地图框
bibliocraft:paintingframeflat,4145,0,false,橡木画框
bibliocraft:paintingframeflat,4145,1,false,云杉木画框
bibliocraft:paintingframeflat,4145,2,false,白桦木画框
bibliocraft:paintingframeflat,4145,3,false,丛林木画框
bibliocraft:paintingframeflat,4145,4,false,金合欢木画框
bibliocraft:paintingframeflat,4145,5,false,深色橡木画框
bibliocraft:paintingframeflat,4145,6,false,镶框画框
bibliocraft:paintingframesimple,4146,0,false,橡木画框
bibliocraft:paintingframesimple,4146,1,false,云杉木画框
bibliocraft:paintingframesimple,4146,2,false,白桦木画框
bibliocraft:paintingframesimple,4146,3,false,丛林木画框
bibliocraft:paintingframesimple,4146,4,false,金合欢木画框
bibliocraft:paintingframesimple,4146,5,false,深色橡木画框
bibliocraft:paintingframesimple,4146,6,false,镶框画框
bibliocraft:paintingframemiddle,4147,0,false,橡木画框
bibliocraft:paintingframemiddle,4147,1,false,云杉木画框
bibliocraft:paintingframemiddle,4147,2,false,白桦木画框
bibliocraft:paintingframemiddle,4147,3,false,丛林木画框
bibliocraft:paintingframemiddle,4147,4,false,金合欢木画框
bibliocraft:paintingframemiddle,4147,5,false,深色橡木画框
bibliocraft:paintingframemiddle,4147,6,false,镶框画框
